Z19,Mean, Outer Edge Length, Surface,Variance,Max_Deviation,Min_Deviation,Span_Deviation,F'i re,fl' re,fk' re,fi' re,F'i li,fl' li,fk' li,fi' li
1.0,1825.505635,9.359098591,0.000121958,2532849157.0,7.42854436,0.187533497,7.241010862,10006.18645,14.46183,10008.61902,10006.18645,10009.57606,16.90916,10011.8873,10009.57606
